-10.10589911682229,-15.08379842692921
-9.001727955953294,-13.311941102552739
-9.308138837294933,-14.67264689804111
-10.544975333031068,-16.39301456460545
-7.804548632130771,-14.511780208822321
-9.840151868144337,-15.760827090577997
-9.240678657358208,-14.815941516482273
-8.852121931126872,-15.248833317340692
-9.3022894883953,-14.559884647885234
-9.54436052526561,-14.431613202748823
-10.268426517033848,-14.943066018980268
-8.548295020262612,-14.254651944149254
-8.905995429326419,-14.318201788057799
-10.246907356610226,-14.771845650156436
-11.0991304249662,-15.734475884876172
-9.097181975520556,-15.30227123700342
-8.964323825342717,-15.965154927810431
-8.69210761744089,-15.271176101305917
-10.330499814916926,-16.15565588058374
-8.877136700754052,-14.702549244417572
-9.91409190491699,-14.429079781044916
-7.881991748922205,-13.885459713743005
-9.326570776298787,-13.552813895649534
-8.438839221903164,-13.1295695079632
-8.555098798594594,-13.328139363596833
-7.78577220599029,-14.582417466363411
-8.568762012151781,-14.328641135054264
-8.030426927063443,-13.554841754662691
-8.980728610122648,-14.332026072927068
-9.048240813126132,-13.835319538717515
-9.29166518666679,-14.881739611195398
-9.4683577797063,-15.112129520098236
-8.422476155328077,-13.696952369596561
-8.695816839844705,-15.272862899178552
-8.204899323641824,-14.340367247423856
-8.696949016067695,-13.820610046639418
-8.179444831490978,-14.301183309662933
-7.917528845144623,-13.758184949553392
-8.29644705250037,-12.877128537303642
-9.321163043333055,-15.442326404245538
-9.379293398056266,-14.42181946008127
-7.465079733142435,-13.813879023572687
-9.860647121486483,-14.797063593798635
-7.2593871111232575,-13.974207946481034
-8.893919085467111,-13.573586996988688
-7.931448347018841,-15.416504661201797
-9.517409327369645,-14.832379706626936
-9.6118811442552,-14.288836882932651
-8.802675393354491,-14.887917809022067
-9.498353422417821,-15.391435392830138
-10.004352230968305,-13.810918429430632
-9.649395872231583,-14.387578549381093
-10.294221425881458,-15.252593497993512
-9.017011307065989,-15.514289428684965
-8.939426607231558,-14.658287645254527
-9.260861538073703,-14.969666056989084
-9.53228431744318,-15.076904024406423
-8.966104449638914,-14.853186162849761
-9.929027390365478,-15.371104452760063
-5.872508223705162,-10.57955555838251
-5.260336916572828,-12.266838590391556
-4.967393648829811,-12.816746750458329
-6.82899888127596,-12.385162177624771
-8.842972476778742,-11.724778580118045
-6.190512314047224,-11.741704633316743
-7.696173689757756,-12.882633541169325
-9.040660406060068,-11.765104944380573
-6.981346320019629,-11.22407748779936
-5.987959491095147,-13.424502480582289
-8.768541329341735,-12.245060307101566
-5.230684480808627,-12.76190244581202
-8.45149698345463,-12.690375155170075
-6.075146187198033,-12.583742749152599
-9.353497911346704,-13.903862800164957
-8.625890800626848,-12.360140706544863
-5.932926855716413,-11.207170110605514
-7.167451716624548,-11.496548020648838
-5.34520061923565,-12.264935697242894
-8.057856437123643,-12.875715001180417
-7.173570424123938,-12.620241787093988
-7.558398402722218,-10.278836204840434
-7.830145898681061,-12.197767202343984
-6.304993447994818,-11.269850954276018
-4.266643061371242,-13.55719878980488
-7.6314485782223835,-12.174870976693933
-7.58416642510143,-11.623470440418371
-5.9939155611224155,-11.416849425141974
-6.24200526092133,-11.278085822617909
-5.686503846748365,-11.84721860447761
-6.24431853038956,-10.994331652559548
-5.452988325505127,-11.532352525805823
-5.238396340483724,-11.797391829733586
-4.8713587047256,-12.089287491943049
-7.543043754223077,-11.337970614430612
-7.753240236968286,-11.427122402481341
-9.335187573642688,-13.813194038014672
-6.256055662522863,-13.276507397986911
-7.826627606584096,-11.086043630726481
-9.044053067119815,-12.21568501622964
-8.204727297648573,-11.484297782887056
-7.593953993248794,-11.274133597139603
-6.2504922184581355,-11.357717975468441
-6.637757775465611,-12.483188479833442
-6.140539167793031,-10.971973571427784
-7.189728879310502,-11.551568082045378
-5.030965007158675,-11.931938342545857
-6.433241075146998,-11.481145147634129
-5.18236443270835,-12.29262596736195
-6.880781757399134,-11.344648897268037
-8.37231361234754,-12.186474505726135
-8.215051407060598,-12.230178873516916
-6.520559364427805,-11.719258667110296
-5.4989988515244965,-12.88337062190478
-6.342691994942585,-11.38136430765708
-6.305682413142712,-11.710805551519275
-7.279196503460204,-9.783503440721459
-6.546300627407616,-10.830840502178775
-6.69155213026145,-11.720900082976495
-4.372309470847071,-12.390791401974974
-6.2489387879740494,-11.428485441402845
-7.5360195552258435,-12.239402824126467
-8.131040876287248,-13.897020482037538
-5.62470222737672,-12.982297036210014
-6.3374436575060304,-13.027847204963098
-7.774199828028492,-12.202891985294135
-6.701940736661786,-11.540333489115039
-6.836857026253713,-12.381197396849378
-5.205812360496067,-12.439651041158243
-6.320262216227942,-11.711009365676762
-5.010687811624422,-12.497343766585
-5.47510955048448,-13.814306110241573
-4.4206847777145,-14.017925098969068
-3.8697994916384455,-13.907515774974888
-4.6577058705638255,-14.011615244673097
-4.4352749669508835,-13.18605429199746
-3.7432549919225373,-13.996814878303631
-2.8937391592167634,-13.798543861048955
-2.873087807200113,-14.302227743189842
-3.712906053596034,-13.992257657492406
-4.430685772843222,-13.935555200609421
-4.027481843149012,-13.930394280268954
-4.518348829142857,-14.015856174317998
-3.821243078154896,-14.132237938978701
-4.429964736579866,-14.125373112728155
-4.594828847326037,-14.801185513904098
-4.180242865564456,-14.20597279764888
-2.5298805656342713,-14.2922396490196
-3.2259145440032433,-14.913518880518135
-3.999310538571631,-15.210512135476748
-3.9069753920045387,-15.679711800388134
-4.484269271676739,-15.99413392091146
-4.255819729760709,-15.68392599572952
-4.991035436805818,-15.167744935845597
-4.046097635938617,-15.777311822135628
-4.069027095937737,-14.053129457053897
-3.203749572547264,-15.441710383488356
-3.916781067520262,-15.564199252624395
-3.4158640144920938,-14.9525823259695
-5.753244723803869,-17.149598110664424
-5.193094454543098,-16.04426459231701
-3.6641886306221014,-14.380480811434854
-4.564622684614896,-14.816554942550294
-3.9588147163916734,-14.198876018483661
-4.208287702486736,-14.340398372214123
-3.8574749866009057,-15.195330139310013
-3.2783756631293883,-14.524440470529363
-4.399135858895212,-16.22946019320458
-3.877632770078531,-14.915258172361607
-4.623201558094811,-15.716089488089777
-4.424247774535654,-16.225781826811236
-3.5958950303809893,-13.393853819257021
-3.1309052049819015,-14.489759349757453
